"Nama","Rating","Tanggal","Ulasan"
"Ranny C. P.","7","24-Jun-18",""
"Ranny C. P.","7","24-Jun-18",""
"Ranny C. P.","7","24-Jun-18",""
"Eri F. A.","7","29-Jul-17","Lokasi enak dekat dengan pelabuhan ferry, cukup dekat ke nagoya Perlu peningkatan keramah tamahan semua karyawan"
"Eri F. A.","7","29-Jul-17","Lokasi enak dekat dengan pelabuhan ferry, cukup dekat ke nagoya Perlu peningkatan keramah tamahan semua karyawan"
"Anonim","7","Ini adalah pengguna tamu.","Hotel nya bagus, bersih dan nyaman. kecewa aja sarapan pagi tidak bisa di antar ke kamar. padahal di hotel lain yang pernah saya menginap bnykan bisa antar sarapan pagi"
"Anonim","7","Ini adalah pengguna tamu.","Bagus, nyaman, suasana juga enak, cuma breakfast masih kurang memuaskan ,"
"Erwin L.","7","21-Jan-15","Kamar luas, bersih demikian juga kamar mandi bersih. Namun saya sedikit kecewa queen size bed-nya itu dari 2 twin bed jadi kurang nyaman kalau tidur bergeser ke bagian tengah"
"Anonim","7","Ini adalah pengguna tamu.","Hotel nya bagus, bersih dan nyaman. kecewa aja sarapan pagi tidak bisa di antar ke kamar. padahal di hotel lain yang pernah saya menginap bnykan bisa antar sarapan pagi"
"Anonim","7","Ini adalah pengguna tamu.","Bagus, nyaman, suasana juga enak, cuma breakfast masih kurang memuaskan ,"
"Erwin L.","7","21-Jan-15","Kamar luas, bersih demikian juga kamar mandi bersih. Namun saya sedikit kecewa queen size bed-nya itu dari 2 twin bed jadi kurang nyaman kalau tidur bergeser ke bagian tengah"
"Anonim","7","Ini adalah pengguna tamu.","Baik view room, bersih, jelas, tenang, tapi kolam renang sangat sedikit dan pesanan saya adalah tempat tidur tunggal, tidak ada dua tempat tidur bergabung ke satu tempat tidur"
"Anonim","7","Ini adalah pengguna tamu.","Baik view room, bersih, jelas, tenang, tapi kolam renang sangat sedikit dan pesanan saya adalah tempat tidur tunggal, tidak ada dua tempat tidur bergabung ke satu tempat tidur"
"ellanda a. l.","6.9","1-Nov-20","acnya panas banget dan water heaternya tidak berfungsi sama sekali, tapi terima kasih kepada Jose (trainer di receptionist) karena sudah sangat informatif dan membantu;) jempol buat dia"
"ellanda a. l.","6.9","1-Nov-20","acnya panas banget dan water heaternya tidak berfungsi sama sekali, tapi terima kasih kepada Jose (trainer di receptionist) karena sudah sangat informatif dan membantu;) jempol buat dia"
"ellanda a. l.","6.9","1-Nov-20","acnya panas banget dan water heaternya tidak berfungsi sama sekali, tapi terima kasih kepada Jose (trainer di receptionist) karena sudah sangat informatif dan membantu;) jempol buat dia"
"Samsul","6.8","23-Mar-21","lantai 2 nya seremm.. anak-anak pada takut, setiap lewat bulu kuduk merinding.."
"Samsul","6.8","23-Mar-21","lantai 2 nya seremm.. anak-anak pada takut, setiap lewat bulu kuduk merinding.."
"Samsul","6.8","23-Mar-21","lantai 2 nya seremm.. anak-anak pada takut, setiap lewat bulu kuduk merinding.."
"Poppy I.","6.7","19-Nov-19","Sangat kecewa karena airnya bermasalah. Air mati-mati dan tidak lancar. Sekalinya keluar itu air muncrat-muncrat warna coklat. Komplain berkali-kali. Direspon dengan baik sih tapi masalahnya airnya tetep begitu lagi. berharap dipindah ke kamar lain. Tapi pihak hotel baru kasih late check-out dan tawaran pindah kamar setelah saya marah-marah pagi-pagi pas anak mau mandi tapi airnya masih bermasalah. Saya sudah tidak mau lagi mau late check-out sampai malam pun sudah percuma. Karena anak-anak sudah tidak mood banget dan tidak mau mandi karena takut liat airnya sampai anak-anak nangis. Padahal saya bela-belain bayar lebih demi ambil kamar yang ada bathtubnya karena anak-anak maunya mandi bathtub. Sangat kecewa dan rasanya tu mau nangis banget. anak-anak sangat tidak happy. Padahal kamar dan hotelnya bagus."
"Poppy I.","6.7","19-Nov-19","Sangat kecewa karena airnya bermasalah. Air mati-mati dan tidak lancar. Sekalinya keluar itu air muncrat-muncrat warna coklat. Komplain berkali-kali. Direspon dengan baik sih tapi masalahnya airnya tetep begitu lagi. berharap dipindah ke kamar lain. Tapi pihak hotel baru kasih late check-out dan tawaran pindah kamar setelah saya marah-marah pagi-pagi pas anak mau mandi tapi airnya masih bermasalah. Saya sudah tidak mau lagi mau late check-out sampai malam pun sudah percuma. Karena anak-anak sudah tidak mood banget dan tidak mau mandi karena takut liat airnya sampai anak-anak nangis. Padahal saya bela-belain bayar lebih demi ambil kamar yang ada bathtubnya karena anak-anak maunya mandi bathtub. Sangat kecewa dan rasanya tu mau nangis banget. anak-anak sangat tidak happy. Padahal kamar dan hotelnya bagus."
"Poppy I.","6.7","19-Nov-19","Sangat kecewa karena airnya bermasalah. Air mati-mati dan tidak lancar. Sekalinya keluar itu air muncrat-muncrat warna coklat. Komplain berkali-kali. Direspon dengan baik sih tapi masalahnya airnya tetep begitu lagi. berharap dipindah ke kamar lain. Tapi pihak hotel baru kasih late check-out dan tawaran pindah kamar setelah saya marah-marah pagi-pagi pas anak mau mandi tapi airnya masih bermasalah. Saya sudah tidak mau lagi mau late check-out sampai malam pun sudah percuma. Karena anak-anak sudah tidak mood banget dan tidak mau mandi karena takut liat airnya sampai anak-anak nangis. Padahal saya bela-belain bayar lebih demi ambil kamar yang ada bathtubnya karena anak-anak maunya mandi bathtub. Sangat kecewa dan rasanya tu mau nangis banget. anak-anak sangat tidak happy. Padahal kamar dan hotelnya bagus."
"Marcella S. P.","6.6","10-Jan-22","Check-in terlalu lama untuk menunggu. Layanan tidak begitu baik dibandingkan dengan hotel bintang yang sama. Alarm berisik di lantai 5 jam 3 pagi. Entah dari mana dan mengapa. Disebut lobi tetapi mereka butuh waktu lama untuk diperbaiki. Kamar bersih, sangat puas."
"yofa a.","6.6","7-Jan-21",""
"Gusma H. P.","6.6","2-Dec-21","Telpon kamar dan kamar mandi tidak bisa digunakan, kamar yang ditempati rekan heaternya tidak berfungsi normal/tidak bisa panas."
"Gusma H. P.","6.6","2-Dec-21","Telpon kamar dan kamar mandi tidak bisa digunakan, kamar yang ditempati rekan heaternya tidak berfungsi normal/tidak bisa panas."
"Gusma H. P.","6.6","2-Dec-21","Telpon kamar dan kamar mandi tidak bisa digunakan, kamar yang ditempati rekan heaternya tidak berfungsi normal/tidak bisa panas."
"yofa a.","6.6","7-Jan-21",""
"yofa a.","6.6","7-Jan-21",""
"Marcella S. P.","6.6","10-Jan-22","Check-in terlalu lama untuk menunggu. Layanan tidak begitu baik dibandingkan dengan hotel bintang yang sama. Alarm berisik di lantai 5 jam 3 pagi. Entah dari mana dan mengapa. Disebut lobi tetapi mereka butuh waktu lama untuk diperbaiki. Kamar bersih, sangat puas."
"Marcella S. P.","6.6","10-Jan-22","Check-in terlalu lama untuk menunggu. Layanan tidak begitu baik dibandingkan dengan hotel bintang yang sama. Alarm berisik di lantai 5 jam 3 pagi. Entah dari mana dan mengapa. Disebut lobi tetapi mereka butuh waktu lama untuk diperbaiki. Kamar bersih, sangat puas."
"Jemianus R. B.","6.5","25-Jul-16","Kamar mandi rusak sehingga bau."
"otniel m.","6.5","21-Feb-18","Saya nggak tahu apa saya yang salah pilih hotel karena kemarin saat check in dan kebetulan saya membawa sepeda dalam box yang rapi awalnya dipermasalahkan oleh receptionist untuk dibawa ke kamar, saya malah dianjurkan untuk menitipkan sepeda saya di lantai 1. Padahal saya masih harus merakit sepeda tersebut. Karena sepeda tersebut cukup mahal saya memaksa untuk dibawa kekamar. Sepeda saya sangat bersih karena jenis roadbike."
"otniel m.","6.5","21-Feb-18","Saya nggak tahu apa saya yang salah pilih hotel karena kemarin saat check in dan kebetulan saya membawa sepeda dalam box yang rapi awalnya dipermasalahkan oleh receptionist untuk dibawa ke kamar, saya malah dianjurkan untuk menitipkan sepeda saya di lantai 1. Padahal saya masih harus merakit sepeda tersebut. Karena sepeda tersebut cukup mahal saya memaksa untuk dibawa kekamar. Sepeda saya sangat bersih karena jenis roadbike."
"otniel m.","6.5","21-Feb-18","Saya nggak tahu apa saya yang salah pilih hotel karena kemarin saat check in dan kebetulan saya membawa sepeda dalam box yang rapi awalnya dipermasalahkan oleh receptionist untuk dibawa ke kamar, saya malah dianjurkan untuk menitipkan sepeda saya di lantai 1. Padahal saya masih harus merakit sepeda tersebut. Karena sepeda tersebut cukup mahal saya memaksa untuk dibawa kekamar. Sepeda saya sangat bersih karena jenis roadbike."
"Jemianus R. B.","6.5","25-Jul-16","Kamar mandi rusak sehingga bau."
"Jemianus R. B.","6.5","25-Jul-16","Kamar mandi rusak sehingga bau."
"Sri R.","6.4","26-Jul-22","Suara dari luar terdengar jelas dari dalam kamar. Berisik."
"Along K.","6.4","4-May-22","Waktu cek in, resepsionis kasih satu kamar satu kunci. Saat cek out, minta kembali 2 kunci, ngotot pula minta 2."
"Sri R.","6.4","26-Jul-22","Suara dari luar terdengar jelas dari dalam kamar. Berisik."
"Along K.","6.4","4-May-22","Waktu cek in, resepsionis kasih satu kamar satu kunci. Saat cek out, minta kembali 2 kunci, ngotot pula minta 2."
"nur d.","6.3","10-Oct-19","Hotel Swiss-Bel selalu menjadi pilihan pertama kami setiap kali kami tinggal di Batam. Tapi itu sangat disayangkan bagi kami bahwa kutu bedbug, merusak 2 nd malam kami di hotel. Ini terjadi hanya setelah kami meminta layanan pembersihan kamar. Kami menemukan / membunuh sedikitnya 6 kutu busuk pada malam itu. :( kami kemudian harus tidur di sofa sebagai gantinya."
"FIRDAUS H. S.","6.3","5-Apr-16","Makanan yang dipesan lama datangnya,,setelah datang tidak masak pula kentang, wortelnya,,,yang dipesan sop buntut. Dan nasi putih dipesan 4 datangnya 7 porsi"
"FIRDAUS H. S.","6.3","5-Apr-16","Makanan yang dipesan lama datangnya,,setelah datang tidak masak pula kentang, wortelnya,,,yang dipesan sop buntut. Dan nasi putih dipesan 4 datangnya 7 porsi"
"FIRDAUS H. S.","6.3","5-Apr-16","Makanan yang dipesan lama datangnya,,setelah datang tidak masak pula kentang, wortelnya,,,yang dipesan sop buntut. Dan nasi putih dipesan 4 datangnya 7 porsi"
"nur d.","6.3","10-Oct-19","Hotel Swiss-Bel selalu menjadi pilihan pertama kami setiap kali kami tinggal di Batam. Tapi itu sangat disayangkan bagi kami bahwa kutu bedbug, merusak 2 nd malam kami di hotel. Ini terjadi hanya setelah kami meminta layanan pembersihan kamar. Kami menemukan / membunuh sedikitnya 6 kutu busuk pada malam itu. :( kami kemudian harus tidur di sofa sebagai gantinya."
"nur d.","6.3","10-Oct-19","Hotel Swiss-Bel selalu menjadi pilihan pertama kami setiap kali kami tinggal di Batam. Tapi itu sangat disayangkan bagi kami bahwa kutu bedbug, merusak 2 nd malam kami di hotel. Ini terjadi hanya setelah kami meminta layanan pembersihan kamar. Kami menemukan / membunuh sedikitnya 6 kutu busuk pada malam itu. :( kami kemudian harus tidur di sofa sebagai gantinya."
"Rodeta P. R. S.","6.2","8-Jul-18","tidak seperti yang saya harapkan. lokasinya tidak begitu bagus"
"Ong S.","6.2","Profil ini privat.","Waktu check-in dan check-out tunggu nya lama karena receptionis hanya ada 1org saja"
"Ali A.","6.2","21-Aug-17","Kurang nyaman karena lokasinya di kawasan yang kurang terawat."
"William H.","6.2","3-May-21","AC bermasalah. Tidak dingin sama sekali"
"William H.","6.2","3-May-21","AC bermasalah. Tidak dingin sama sekali"
"William H.","6.2","3-May-21","AC bermasalah. Tidak dingin sama sekali"
"Ali A.","6.2","21-Aug-17","Kurang nyaman karena lokasinya di kawasan yang kurang terawat."
"Ali A.","6.2","21-Aug-17","Kurang nyaman karena lokasinya di kawasan yang kurang terawat."
"Ong S.","6.2","Profil ini privat.","Waktu check-in dan check-out tunggu nya lama karena receptionis hanya ada 1org saja"
"Ong S.","6.2","Profil ini privat.","Waktu check-in dan check-out tunggu nya lama karena receptionis hanya ada 1org saja"
"Rodeta P. R. S.","6.2","8-Jul-18","tidak seperti yang saya harapkan. lokasinya tidak begitu bagus"
"Rodeta P. R. S.","6.2","8-Jul-18","tidak seperti yang saya harapkan. lokasinya tidak begitu bagus"
"Yen C.","6.1","27-Sep-20","Only 1 room available & can’t have smoking room. Also very noisy from the neighbor in the midnight. AC also worst so in the midnight asked the technician came to room for fixed it. Can’t sleep good at all"
"Ribert W.","6.1","13-Nov-16","AC roomnya sangat tidak dingin"
"Ribert W.","6.1","13-Nov-16","AC roomnya sangat tidak dingin"
"Ribert W.","6.1","13-Nov-16","AC roomnya sangat tidak dingin"
"Yen C.","6.1","27-Sep-20","Only 1 room available & can’t have smoking room. Also very noisy from the neighbor in the midnight. AC also worst so in the midnight asked the technician came to room for fixed it. Can’t sleep good at all"
"Yen C.","6.1","27-Sep-20","Only 1 room available & can’t have smoking room. Also very noisy from the neighbor in the midnight. AC also worst so in the midnight asked the technician came to room for fixed it. Can’t sleep good at all"
"Nadine","6","30-Apr-17","Shower Air dan air panas tidak kontinyu."
"KHOO L. Y.","6","18-Jan-18","Bedsheets tidak berubah. Tinggal dua kali dan sangat jelas segar kotoran / tanda pada bedsheets."
"Anna S.","6","6-Jan-20","kolam renang kecil, dan tidak ada taman bermain untuk anak-anak, tetapi kamarnya besar"
"keino","6","10-Oct-17","Asal menginap ke hotel bintang 4 / 5 selalu diberikan 2 kartu, ini hanya diberikan 1 kartu, masa iya setiap suami/istri mau ke bawah harus cabut kartu kamar, yang di kamar ke panasan. Check in jam 2 sore, di tempat lain biasanya jam 1 juga udah di bolehin. Oh iya swimming poolnya kecil banget baru 5/6 kali kebas tangan harus balik lagi"
"Mr Donal S.","6","27-Mar-18","Apakah check-in hotel harus jam 14.00. Setau saya 1 kamar dapat sarapan untuk 2 orang."
"Mr Donal S.","6","19-Mar-18","Check-in harus benar-benar jam 14.00 sementara saya sampai di hotel jam 12.20 katanya sih hotel full."
"Alfi S. D.","6","27-Sep-19","Aneh, pesan 1 kamar dengan 2 tempat tidur termasuk sarapan pagi. Masa sarapannya di suruh bayar."
"abdi b. s.","6","26-Jul-20","Pelayanan resepsionis tidak ada bagusnya. kondisi kamar sudah usang. not recommended hotel."
"Ishak S.","6","14-Jun-21","Hotel sekelas ini masa ada kecoanya di kamar mandi sama di belakang tv, pas kami keluar kamar dan balik lagi kecoanya malah masuk-masuk gelas yang di sediakan, gw mah kapok nginap di sini lagi dan gak bakalan nginap di sini lagi."
"Fitria L.","6","1-Jun-21","Lokasi hotel dan kamar bagus, untuk makanan standar saja tidak ada yang istimewa. Cuma saya agak kaget dengan uang deposit yang harus diberikan dimuka sebesar 300 ribu rupiah. Dari beberapa hotel yang yang saya pernah kunjungi di semua daerah, hanya hotel ini yang cukup tinggi uang depositnya walaupun uangnya dikembalikan lagi. Saya memang tidak mengetahui aturannya seperti apa, dan kenapa harus ada uang deposit sedangkan saya sudah membayar tunai melalui traveloka,"
"Ade M.","6","5-Jul-22","Saya suka makananya enak-enak, tapi pelayanannya kurang baik. Dapat kunci kamarnya lama banget. Dan temen saya salah masuk kamar taunya ada orangnya. Permintaan khusus tidak bisa dipenuhi sepenuhnya. Kamarnya enak, fasilitas yang disediain hotel untuk kamarnya juga baik dan lengkap."
"Tobby S.","6","4-Jul-22","Saya suka makananya enak-enak, tapi pelayanannya kurang baik. Dapat kunci kamarnya lama banget. Dan temen saya salah masuk kamar taunya ada orangnya. Permintaan khusus tidak bisa dipenuhi sepenuhnya. Kamarnya enak, fasilitas yang disediain hotel untuk kamarnya juga baik dan lengkap."
"Ade M.","6","5-Jul-22","Saya suka makananya enak-enak, tapi pelayanannya kurang baik. Dapat kunci kamarnya lama banget. Dan temen saya salah masuk kamar taunya ada orangnya. Permintaan khusus tidak bisa dipenuhi sepenuhnya. Kamarnya enak, fasilitas yang disediain hotel untuk kamarnya juga baik dan lengkap."
"Tobby S.","6","4-Jul-22","Saya suka makananya enak-enak, tapi pelayanannya kurang baik. Dapat kunci kamarnya lama banget. Dan temen saya salah masuk kamar taunya ada orangnya. Permintaan khusus tidak bisa dipenuhi sepenuhnya. Kamarnya enak, fasilitas yang disediain hotel untuk kamarnya juga baik dan lengkap."
"Ishak S.","6","14-Jun-21","Hotel sekelas ini masa ada kecoanya di kamar mandi sama di belakang tv, pas kami keluar kamar dan balik lagi kecoanya malah masuk-masuk gelas yang di sediakan, gw mah kapok nginap di sini lagi dan gak bakalan nginap di sini lagi."
"Fitria L.","6","1-Jun-21","Lokasi hotel dan kamar bagus, untuk makanan standar saja tidak ada yang istimewa. Cuma saya agak kaget dengan uang deposit yang harus diberikan dimuka sebesar 300 ribu rupiah. Dari beberapa hotel yang yang saya pernah kunjungi di semua daerah, hanya hotel ini yang cukup tinggi uang depositnya walaupun uangnya dikembalikan lagi. Saya memang tidak mengetahui aturannya seperti apa, dan kenapa harus ada uang deposit sedangkan saya sudah membayar tunai melalui traveloka,"
"Ishak S.","6","14-Jun-21","Hotel sekelas ini masa ada kecoanya di kamar mandi sama di belakang tv, pas kami keluar kamar dan balik lagi kecoanya malah masuk-masuk gelas yang di sediakan, gw mah kapok nginap di sini lagi dan gak bakalan nginap di sini lagi."
"Fitria L.","6","1-Jun-21","Lokasi hotel dan kamar bagus, untuk makanan standar saja tidak ada yang istimewa. Cuma saya agak kaget dengan uang deposit yang harus diberikan dimuka sebesar 300 ribu rupiah. Dari beberapa hotel yang yang saya pernah kunjungi di semua daerah, hanya hotel ini yang cukup tinggi uang depositnya walaupun uangnya dikembalikan lagi. Saya memang tidak mengetahui aturannya seperti apa, dan kenapa harus ada uang deposit sedangkan saya sudah membayar tunai melalui traveloka,"
"abdi b. s.","6","26-Jul-20","Pelayanan resepsionis tidak ada bagusnya. kondisi kamar sudah usang. not recommended hotel."
"abdi b. s.","6","26-Jul-20","Pelayanan resepsionis tidak ada bagusnya. kondisi kamar sudah usang. not recommended hotel."
"Alfi S. D.","6","27-Sep-19","Aneh, pesan 1 kamar dengan 2 tempat tidur termasuk sarapan pagi. Masa sarapannya di suruh bayar."
"Alfi S. D.","6","27-Sep-19","Aneh, pesan 1 kamar dengan 2 tempat tidur termasuk sarapan pagi. Masa sarapannya di suruh bayar."
"Mr Donal S.","6","27-Mar-18","Apakah check-in hotel harus jam 14.00. Setau saya 1 kamar dapat sarapan untuk 2 orang."
"Mr Donal S.","6","19-Mar-18","Check-in harus benar-benar jam 14.00 sementara saya sampai di hotel jam 12.20 katanya sih hotel full."
"Mr Donal S.","6","27-Mar-18","Apakah check-in hotel harus jam 14.00. Setau saya 1 kamar dapat sarapan untuk 2 orang."
"Mr Donal S.","6","19-Mar-18","Check-in harus benar-benar jam 14.00 sementara saya sampai di hotel jam 12.20 katanya sih hotel full."
"keino","6","10-Oct-17","Asal menginap ke hotel bintang 4 / 5 selalu diberikan 2 kartu, ini hanya diberikan 1 kartu, masa iya setiap suami/istri mau ke bawah harus cabut kartu kamar, yang di kamar ke panasan. Check in jam 2 sore, di tempat lain biasanya jam 1 juga udah di bolehin. Oh iya swimming poolnya kecil banget baru 5/6 kali kebas tangan harus balik lagi"
"keino","6","10-Oct-17","Asal menginap ke hotel bintang 4 / 5 selalu diberikan 2 kartu, ini hanya diberikan 1 kartu, masa iya setiap suami/istri mau ke bawah harus cabut kartu kamar, yang di kamar ke panasan. Check in jam 2 sore, di tempat lain biasanya jam 1 juga udah di bolehin. Oh iya swimming poolnya kecil banget baru 5/6 kali kebas tangan harus balik lagi"
"Anna S.","6","6-Jan-20","kolam renang kecil, dan tidak ada taman bermain untuk anak-anak, tetapi kamarnya besar"
"Anna S.","6","6-Jan-20","kolam renang kecil, dan tidak ada taman bermain untuk anak-anak, tetapi kamarnya besar"
"KHOO L. Y.","6","18-Jan-18","Bedsheets tidak berubah. Tinggal dua kali dan sangat jelas segar kotoran / tanda pada bedsheets."
"KHOO L. Y.","6","18-Jan-18","Bedsheets tidak berubah. Tinggal dua kali dan sangat jelas segar kotoran / tanda pada bedsheets."
"Nadine","6","30-Apr-17","Shower Air dan air panas tidak kontinyu."
"Nadine","6","30-Apr-17","Shower Air dan air panas tidak kontinyu."
"Agoest D. I.","5.9","8-Jul-19","Keseluruhan pengalaman itu hanya baik-baik saja kecuali kamar mandi memiliki drainase yang buruk, jadi air tidak mengalir dengan baik dan menjaga genangan lantai. Itu membuat saya merasa sangat tidak nyaman, terutama bagi umat Islam ketika mereka harus berlatih wudhu."
"Lidya M.","5.9","20-Nov-18","Makanan kurang variatif, pelayanan kurang ramah."
"Lidya M.","5.9","20-Nov-18","Makanan kurang variatif, pelayanan kurang ramah."
"Lidya M.","5.9","20-Nov-18","Makanan kurang variatif, pelayanan kurang ramah."
"Agoest D. I.","5.9","8-Jul-19","Keseluruhan pengalaman itu hanya baik-baik saja kecuali kamar mandi memiliki drainase yang buruk, jadi air tidak mengalir dengan baik dan menjaga genangan lantai. Itu membuat saya merasa sangat tidak nyaman, terutama bagi umat Islam ketika mereka harus berlatih wudhu."
"Agoest D. I.","5.9","8-Jul-19","Keseluruhan pengalaman itu hanya baik-baik saja kecuali kamar mandi memiliki drainase yang buruk, jadi air tidak mengalir dengan baik dan menjaga genangan lantai. Itu membuat saya merasa sangat tidak nyaman, terutama bagi umat Islam ketika mereka harus berlatih wudhu."
"Rudi L.","5.8","9-Feb-19","Kamar berbau musky, bantal bau buruk. Kami harus meminta mereka untuk mengganti selimut baru, wastafel toilet macet. Kami harus membeli pengharum ruangan untuk menghilangkan bau di dalam ruangan. Saya tidak akan merekomendasikan hotel ini."
"Rudi L.","5.8","9-Feb-19","Kamar berbau musky, bantal bau buruk. Kami harus meminta mereka untuk mengganti selimut baru, wastafel toilet macet. Kami harus membeli pengharum ruangan untuk menghilangkan bau di dalam ruangan. Saya tidak akan merekomendasikan hotel ini."
"Rudi L.","5.8","9-Feb-19","Kamar berbau musky, bantal bau buruk. Kami harus meminta mereka untuk mengganti selimut baru, wastafel toilet macet. Kami harus membeli pengharum ruangan untuk menghilangkan bau di dalam ruangan. Saya tidak akan merekomendasikan hotel ini."
"erwan h.","5.7","9-Oct-19","Pelayanan tidak ramah kepada orang pribumi tapi ramah sama orang asing."
"yuhana","5.7","15-Feb-21","pemesanan melalui traveloka,dan langsung konfirmasi ke pihak hotel untuk breakfast 2org atau hanya 1 org,tp pihak hotel menjawab sudah include untuk 2org,tp pada saat d hotel pihak hotel mengatakan hanya 1 org ,pelayanan juga menurun,spt ny karyawan dan security melihat dari penampilan tamu."
"yuhana","5.7","15-Feb-21","pemesanan melalui traveloka,dan langsung konfirmasi ke pihak hotel untuk breakfast 2org atau hanya 1 org,tp pihak hotel menjawab sudah include untuk 2org,tp pada saat d hotel pihak hotel mengatakan hanya 1 org ,pelayanan juga menurun,spt ny karyawan dan security melihat dari penampilan tamu."
"yuhana","5.7","15-Feb-21","pemesanan melalui traveloka,dan langsung konfirmasi ke pihak hotel untuk breakfast 2org atau hanya 1 org,tp pihak hotel menjawab sudah include untuk 2org,tp pada saat d hotel pihak hotel mengatakan hanya 1 org ,pelayanan juga menurun,spt ny karyawan dan security melihat dari penampilan tamu."
"erwan h.","5.7","9-Oct-19","Pelayanan tidak ramah kepada orang pribumi tapi ramah sama orang asing."
"erwan h.","5.7","9-Oct-19","Pelayanan tidak ramah kepada orang pribumi tapi ramah sama orang asing."
"Joko L.","5.5","25-Oct-20","Bantal dan handuk mandi sudah kelamaan. ada bau."
"Joko L.","5.5","25-Oct-20","Bantal dan handuk mandi sudah kelamaan. ada bau."
"Joko L.","5.5","25-Oct-20","Bantal dan handuk mandi sudah kelamaan. ada bau."
"nuklir n.","5.4","22-May-19","Kamar pertama yang diberikan tidak sesuai dengan yang dipesan. Sungguh berani sekali. Sangat-sangat jelek sekali. Setelah protes baru dipindah ke kamar sesuai pesanan."
"nuklir n.","5.4","22-May-19","Kamar pertama yang diberikan tidak sesuai dengan yang dipesan. Sungguh berani sekali. Sangat-sangat jelek sekali. Setelah protes baru dipindah ke kamar sesuai pesanan."
"nuklir n.","5.4","22-May-19","Kamar pertama yang diberikan tidak sesuai dengan yang dipesan. Sungguh berani sekali. Sangat-sangat jelek sekali. Setelah protes baru dipindah ke kamar sesuai pesanan."
"ARNOLD D. H. H.","4.8","31-Jan-21","saya tidur terganggu karena suara berisik tamu lain ..mungkin ini hotel lupa menambahkan peredam di setiap kamar nya saya sudah telepon ke receptionist untuk pindah kamar hingga pagi juga tidak ada pergantian kamar , dan pihak receptionist mengatakan untuk menyuruh satpam tapi tetep saja ribut dan kamar sebelah masih juga berisik seperti di hutan teriak2 sampai pagi ... saya tidak akan menginap di hotel ini lagi trauma dan tidur saya terganggu"
"ARNOLD D. H. H.","4.8","31-Jan-21","saya tidur terganggu karena suara berisik tamu lain ..mungkin ini hotel lupa menambahkan peredam di setiap kamar nya saya sudah telepon ke receptionist untuk pindah kamar hingga pagi juga tidak ada pergantian kamar , dan pihak receptionist mengatakan untuk menyuruh satpam tapi tetep saja ribut dan kamar sebelah masih juga berisik seperti di hutan teriak2 sampai pagi ... saya tidak akan menginap di hotel ini lagi trauma dan tidur saya terganggu"
"ARNOLD D. H. H.","4.8","31-Jan-21","saya tidur terganggu karena suara berisik tamu lain ..mungkin ini hotel lupa menambahkan peredam di setiap kamar nya saya sudah telepon ke receptionist untuk pindah kamar hingga pagi juga tidak ada pergantian kamar , dan pihak receptionist mengatakan untuk menyuruh satpam tapi tetep saja ribut dan kamar sebelah masih juga berisik seperti di hutan teriak2 sampai pagi ... saya tidak akan menginap di hotel ini lagi trauma dan tidur saya terganggu"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
